Date,Category,Sales,Quantity
2024-04-03 17:00:00,Electronics,1396,45
2024-04-03 18:00:00,Electronics,1823,22
2024-04-03 19:00:00,Electronics,966,16
2024-04-03 20:00:00,Electronics,192,24
2024-04-03 21:00:00,Electronics,1165,14
2024-04-03 22:00:00,Fashion,1588,11
2024-04-03 23:00:00,Home,478,19
2024-04-04 00:00:00,Sports,1230,23
2024-04-04 01:00:00,Electronics,1451,34
2024-04-04 02:00:00,Fashion,164,40
2024-04-04 03:00:00,Fashion,464,13
2024-04-04 04:00:00,Fashion,920,39
2024-04-04 05:00:00,Home,1607,44
2024-04-04 06:00:00,Sports,1770,28
2024-04-04 07:00:00,Home,1147,40
2024-04-04 08:00:00,Grocery,639,16
2024-04-04 09:00:00,Fashion,1185,28
2024-04-04 10:00:00,Grocery,590,4
2024-04-04 11:00:00,Electronics,1396,28
2024-04-04 12:00:00,Electronics,328,12
2024-04-04 13:00:00,Home,1143,16
2024-04-04 14:00:00,Sports,102,49
2024-04-04 15:00:00,Grocery,1544,36
2024-04-04 16:00:00,Sports,1853,20
2024-04-04 17:00:00,Home,1010,26
2024-04-04 18:00:00,Electronics,406,26
2024-04-04 19:00:00,Sports,531,22
2024-04-04 20:00:00,Sports,235,9
2024-04-04 21:00:00,Electronics,614,5
2024-04-04 22:00:00,Grocery,292,17
2024-04-04 23:00:00,Electronics,1708,49
2024-04-05 00:00:00,Sports,1538,34
2024-04-05 01:00:00,Grocery,972,2
2024-04-05 02:00:00,Grocery,1241,7
2024-04-05 03:00:00,Electronics,765,36
2024-04-05 04:00:00,Sports,308,13
2024-04-05 05:00:00,Home,1051,20
2024-04-05 06:00:00,Sports,1157,30
2024-04-05 07:00:00,Fashion,748,30
2024-04-05 08:00:00,Home,1441,11
2024-04-05 09:00:00,Grocery,219,31
2024-04-05 10:00:00,Home,726,3
2024-04-05 11:00:00,Grocery,624,2
2024-04-05 12:00:00,Grocery,1704,48
2024-04-05 13:00:00,Home,1968,3
2024-04-05 14:00:00,Grocery,868,15
2024-04-05 15:00:00,Grocery,1212,17
2024-04-05 16:00:00,Fashion,611,48
2024-04-05 17:00:00,Sports,146,7
2024-04-05 18:00:00,Sports,871,48
2024-04-05 19:00:00,Fashion,839,5
2024-04-05 20:00:00,Home,1815,34
2024-04-05 21:00:00,Electronics,621,33
2024-04-05 22:00:00,Electronics,1407,45
2024-04-05 23:00:00,Electronics,1500,16
2024-04-06 00:00:00,Fashion,1761,37
2024-04-06 01:00:00,Fashion,233,3
2024-04-06 02:00:00,Grocery,1790,47
2024-04-06 03:00:00,Electronics,347,48
2024-04-06 04:00:00,Home,1775,43
2024-04-06 05:00:00,Home,1441,21
2024-04-06 06:00:00,Electronics,535,41
2024-04-06 07:00:00,Electronics,1299,8
2024-04-06 08:00:00,Electronics,1958,22
2024-04-06 09:00:00,Fashion,785,5
2024-04-06 10:00:00,Fashion,685,17
2024-04-06 11:00:00,Fashion,450,37
2024-04-06 12:00:00,Sports,242,14
2024-04-06 13:00:00,Home,1066,39
2024-04-06 14:00:00,Home,903,41
2024-04-06 15:00:00,Grocery,1521,28
2024-04-06 16:00:00,Fashion,1747,31
2024-04-06 17:00:00,Sports,817,17
2024-04-06 18:00:00,Sports,742,35
2024-04-06 19:00:00,Home,1492,40
2024-04-06 20:00:00,Fashion,600,22
2024-04-06 21:00:00,Grocery,1745,45
2024-04-06 22:00:00,Fashion,469,48
2024-04-06 23:00:00,Electronics,1702,29
2024-04-07 00:00:00,Fashion,1505,10
2024-04-07 01:00:00,Electronics,1209,18
2024-04-07 02:00:00,Electronics,886,35
2024-04-07 03:00:00,Grocery,838,44
2024-04-07 04:00:00,Home,1583,16
2024-04-07 05:00:00,Fashion,1049,49
2024-04-07 06:00:00,Electronics,1448,7
2024-04-07 07:00:00,Fashion,621,30
2024-04-07 08:00:00,Home,588,19
2024-04-07 09:00:00,Home,496,23
2024-04-07 10:00:00,Sports,995,8
2024-04-07 11:00:00,Home,454,17
2024-04-07 12:00:00,Grocery,1046,21
2024-04-07 13:00:00,Electronics,387,26
2024-04-07 14:00:00,Sports,1582,28
2024-04-07 15:00:00,Grocery,1747,39
2024-04-07 16:00:00,Fashion,1097,33
2024-04-07 17:00:00,Electronics,635,40
2024-04-07 18:00:00,Home,1414,19
2024-04-07 19:00:00,Electronics,950,29
2024-04-07 20:00:00,Fashion,937,20
2024-04-07 21:00:00,Sports,267,20
2024-04-07 22:00:00,Sports,1049,10
2024-04-07 23:00:00,Sports,720,12
2024-04-08 00:00:00,Home,527,33
2024-04-08 01:00:00,Grocery,1825,25
2024-04-08 02:00:00,Grocery,589,25
2024-04-08 03:00:00,Electronics,454,4
2024-04-08 04:00:00,Home,295,4
2024-04-08 05:00:00,Sports,644,9
2024-04-08 06:00:00,Sports,816,15
2024-04-08 07:00:00,Fashion,923,26
2024-04-08 08:00:00,Fashion,1031,15
2024-04-08 09:00:00,Sports,1817,26
2024-04-08 10:00:00,Sports,1102,28
2024-04-08 11:00:00,Home,758,7
2024-04-08 12:00:00,Grocery,1038,32
2024-04-08 13:00:00,Fashion,879,12
2024-04-08 14:00:00,Grocery,110,35
2024-04-08 15:00:00,Home,1705,32
2024-04-08 16:00:00,Sports,1379,9
2024-04-08 17:00:00,Grocery,495,14
2024-04-08 18:00:00,Sports,830,13
2024-04-08 19:00:00,Sports,1932,44
2024-04-08 20:00:00,Electronics,508,33
2024-04-08 21:00:00,Grocery,461,32
2024-04-08 22:00:00,Grocery,1382,19
2024-04-08 23:00:00,Sports,1126,30
2024-04-09 00:00:00,Home,183,16
2024-04-09 01:00:00,Electronics,255,12
2024-04-09 02:00:00,Sports,1786,10
2024-04-09 03:00:00,Fashion,1299,2
2024-04-09 04:00:00,Fashion,806,18
2024-04-09 05:00:00,Electronics,571,13
2024-04-09 06:00:00,Home,718,29
2024-04-09 07:00:00,Sports,1547,24
2024-04-09 08:00:00,Grocery,233,38
2024-04-09 09:00:00,Electronics,887,12
2024-04-09 10:00:00,Home,1006,29
2024-04-09 11:00:00,Grocery,963,22
2024-04-09 12:00:00,Fashion,1503,36
2024-04-09 13:00:00,Fashion,766,1
2024-04-09 14:00:00,Grocery,376,43
2024-04-09 15:00:00,Electronics,1359,40
2024-04-09 16:00:00,Fashion,1875,34
2024-04-09 17:00:00,Sports,981,34
2024-04-09 18:00:00,Grocery,112,48
2024-04-09 19:00:00,Grocery,441,33
2024-04-09 20:00:00,Fashion,134,4
2024-04-09 21:00:00,Electronics,658,38
2024-04-09 22:00:00,Sports,1337,30
2024-04-09 23:00:00,Electronics,1535,46
2024-04-10 00:00:00,Home,504,20
2024-04-10 01:00:00,Home,1617,26
2024-04-10 02:00:00,Fashion,757,15
2024-04-10 03:00:00,Fashion,258,7
2024-04-10 04:00:00,Fashion,1055,7
2024-04-10 05:00:00,Home,1760,29
2024-04-10 06:00:00,Electronics,1233,23
2024-04-10 07:00:00,Electronics,648,34
2024-04-10 08:00:00,Fashion,1912,20
2024-04-10 09:00:00,Sports,1649,15
2024-04-10 10:00:00,Electronics,1084,33
2024-04-10 11:00:00,Home,1470,17
2024-04-10 12:00:00,Grocery,1867,20
2024-04-10 13:00:00,Grocery,1951,13
2024-04-10 14:00:00,Grocery,1759,44
2024-04-10 15:00:00,Sports,378,24
2024-04-10 16:00:00,Fashion,578,47
2024-04-10 17:00:00,Home,210,37
2024-04-10 18:00:00,Sports,1759,7
2024-04-10 19:00:00,Home,530,8
2024-04-10 20:00:00,Home,641,23
2024-04-10 21:00:00,Fashion,1238,14
2024-04-10 22:00:00,Grocery,1213,4
2024-04-10 23:00:00,Fashion,1335,21
2024-04-11 00:00:00,Sports,1673,46
2024-04-11 01:00:00,Sports,1718,10
2024-04-11 02:00:00,Sports,1662,22
2024-04-11 03:00:00,Fashion,1852,30
2024-04-11 04:00:00,Home,459,30
2024-04-11 05:00:00,Home,1609,16
2024-04-11 06:00:00,Electronics,471,11
2024-04-11 07:00:00,Sports,1338,22
2024-04-11 08:00:00,Home,1856,29
2024-04-11 09:00:00,Electronics,1138,25
2024-04-11 10:00:00,Home,1054,14
2024-04-11 11:00:00,Sports,358,14
2024-04-11 12:00:00,Grocery,877,2
2024-04-11 13:00:00,Sports,1586,13
2024-04-11 14:00:00,Fashion,219,3
2024-04-11 15:00:00,Home,1075,30
2024-04-11 16:00:00,Home,1012,18
2024-04-11 17:00:00,Fashion,1251,36
2024-04-11 18:00:00,Fashion,822,21
2024-04-11 19:00:00,Grocery,622,19
2024-04-11 20:00:00,Home,1811,16
2024-04-11 21:00:00,Home,1768,28
2024-04-11 22:00:00,Grocery,424,4
2024-04-11 23:00:00,Electronics,1443,15
2024-04-12 00:00:00,Grocery,1629,1
2024-04-12 01:00:00,Sports,1649,48
2024-04-12 02:00:00,Home,1173,47
2024-04-12 03:00:00,Fashion,1707,16
2024-04-12 04:00:00,Sports,168,20
2024-04-12 05:00:00,Home,490,33
2024-04-12 06:00:00,Grocery,482,17
2024-04-12 07:00:00,Sports,115,5
2024-04-12 08:00:00,Home,1562,5
2024-04-12 09:00:00,Electronics,945,39
2024-04-12 10:00:00,Electronics,968,13
2024-04-12 11:00:00,Fashion,667,44
2024-04-12 12:00:00,Home,1740,36
2024-04-12 13:00:00,Electronics,231,30
2024-04-12 14:00:00,Grocery,1683,4
2024-04-12 15:00:00,Home,1371,23
2024-04-12 16:00:00,Grocery,372,21
2024-04-12 17:00:00,Grocery,1746,21
2024-04-12 18:00:00,Electronics,1961,6
2024-04-12 19:00:00,Home,1971,24
2024-04-12 20:00:00,Sports,1472,47
2024-04-12 21:00:00,Electronics,583,31
2024-04-12 22:00:00,Electronics,649,19
2024-04-12 23:00:00,Home,456,38
2024-04-13 00:00:00,Home,1875,12
2024-04-13 01:00:00,Grocery,1441,14
2024-04-13 02:00:00,Home,1756,12
2024-04-13 03:00:00,Grocery,1171,15
2024-04-13 04:00:00,Electronics,1133,19
2024-04-13 05:00:00,Fashion,332,28
2024-04-13 06:00:00,Sports,135,40
2024-04-13 07:00:00,Electronics,512,41
2024-04-13 08:00:00,Home,1585,5
2024-04-13 09:00:00,Sports,1127,5
2024-04-13 10:00:00,Fashion,143,6
2024-04-13 11:00:00,Fashion,667,23
2024-04-13 12:00:00,Grocery,1677,3
2024-04-13 13:00:00,Sports,1378,37
2024-04-13 14:00:00,Grocery,839,33
2024-04-13 15:00:00,Electronics,213,43
2024-04-13 16:00:00,Sports,1872,21
2024-04-13 17:00:00,Electronics,496,20
2024-04-13 18:00:00,Grocery,1297,1
2024-04-13 19:00:00,Sports,1378,39
2024-04-13 20:00:00,Grocery,565,47
2024-04-13 21:00:00,Sports,1400,17
2024-04-13 22:00:00,Grocery,1587,29
2024-04-13 23:00:00,Fashion,946,8
2024-04-14 00:00:00,Grocery,601,26
2024-04-14 01:00:00,Fashion,540,28
2024-04-14 02:00:00,Grocery,168,34
2024-04-14 03:00:00,Sports,1632,26
2024-04-14 04:00:00,Sports,425,13
2024-04-14 05:00:00,Sports,1865,44
2024-04-14 06:00:00,Home,166,37
2024-04-14 07:00:00,Electronics,403,13
2024-04-14 08:00:00,Sports,1071,38
2024-04-14 09:00:00,Fashion,583,25
2024-04-14 10:00:00,Sports,1028,47
2024-04-14 11:00:00,Home,1671,23
2024-04-14 12:00:00,Fashion,1540,22
2024-04-14 13:00:00,Home,1282,21
2024-04-14 14:00:00,Fashion,248,30
2024-04-14 15:00:00,Grocery,1150,11
2024-04-14 16:00:00,Electronics,1086,4
2024-04-14 17:00:00,Electronics,683,33
2024-04-14 18:00:00,Home,347,47
2024-04-14 19:00:00,Electronics,1224,12
2024-04-14 20:00:00,Home,801,9
2024-04-14 21:00:00,Home,195,32
2024-04-14 22:00:00,Home,1507,11
2024-04-14 23:00:00,Electronics,381,37
2024-04-15 00:00:00,Home,421,24
2024-04-15 01:00:00,Electronics,1519,7
2024-04-15 02:00:00,Home,1401,8
2024-04-15 03:00:00,Sports,628,33
2024-04-15 04:00:00,Home,362,25
2024-04-15 05:00:00,Fashion,1742,1
2024-04-15 06:00:00,Home,679,3
2024-04-15 07:00:00,Grocery,1763,40
2024-04-15 08:00:00,Home,1416,28
2024-04-15 09:00:00,Fashion,393,43
2024-04-15 10:00:00,Fashion,1731,33
2024-04-15 11:00:00,Electronics,494,46
2024-04-15 12:00:00,Sports,612,1
2024-04-15 13:00:00,Home,1020,38
2024-04-15 14:00:00,Electronics,909,27
2024-04-15 15:00:00,Sports,1303,38
2024-04-15 16:00:00,Home,1019,35
2024-04-15 17:00:00,Grocery,792,10
2024-04-15 18:00:00,Home,334,12
2024-04-15 19:00:00,Fashion,1051,10
2024-04-15 20:00:00,Fashion,1954,34
2024-04-15 21:00:00,Grocery,1460,24
2024-04-15 22:00:00,Electronics,1131,28
2024-04-15 23:00:00,Sports,1566,22
2024-04-16 00:00:00,Home,638,45
2024-04-16 01:00:00,Fashion,919,16
2024-04-16 02:00:00,Electronics,1781,13
2024-04-16 03:00:00,Grocery,1214,36
2024-04-16 04:00:00,Fashion,1977,36
2024-04-16 05:00:00,Grocery,371,43
2024-04-16 06:00:00,Home,1957,23
2024-04-16 07:00:00,Sports,1128,14
2024-04-16 08:00:00,Fashion,1717,32
2024-04-16 09:00:00,Fashion,1342,3
2024-04-16 10:00:00,Home,1241,27
2024-04-16 11:00:00,Electronics,692,19
2024-04-16 12:00:00,Sports,1075,22
2024-04-16 13:00:00,Fashion,1705,1
2024-04-16 14:00:00,Sports,214,5
2024-04-16 15:00:00,Fashion,362,49
2024-04-16 16:00:00,Sports,1429,33
2024-04-16 17:00:00,Grocery,1777,19
2024-04-16 18:00:00,Fashion,1545,36
2024-04-16 19:00:00,Sports,306,6
2024-04-16 20:00:00,Electronics,1746,15
2024-04-16 21:00:00,Grocery,402,36
2024-04-16 22:00:00,Grocery,211,33
2024-04-16 23:00:00,Electronics,1540,24
2024-04-17 00:00:00,Sports,1678,27
2024-04-17 01:00:00,Home,1982,49
2024-04-17 02:00:00,Electronics,1408,11
2024-04-17 03:00:00,Sports,1763,49
2024-04-17 04:00:00,Electronics,284,23
2024-04-17 05:00:00,Electronics,1864,33
2024-04-17 06:00:00,Fashion,1000,41
2024-04-17 07:00:00,Sports,320,46
2024-04-17 08:00:00,Home,1987,47
2024-04-17 09:00:00,Fashion,1567,29
2024-04-17 10:00:00,Electronics,1240,31
2024-04-17 11:00:00,Electronics,1193,1
2024-04-17 12:00:00,Electronics,997,34
2024-04-17 13:00:00,Sports,1193,18
2024-04-17 14:00:00,Sports,721,18
2024-04-17 15:00:00,Fashion,526,6
2024-04-17 16:00:00,Home,743,40
2024-04-17 17:00:00,Fashion,667,1
2024-04-17 18:00:00,Grocery,542,47
2024-04-17 19:00:00,Electronics,700,42
2024-04-17 20:00:00,Electronics,1260,30
2024-04-17 21:00:00,Electronics,603,4
2024-04-17 22:00:00,Fashion,230,32
2024-04-17 23:00:00,Fashion,317,10
2024-04-18 00:00:00,Electronics,787,43
2024-04-18 01:00:00,Fashion,270,5
2024-04-18 02:00:00,Sports,1598,9
2024-04-18 03:00:00,Sports,711,5
2024-04-18 04:00:00,Fashion,1091,11
2024-04-18 05:00:00,Electronics,1252,35
2024-04-18 06:00:00,Fashion,156,27
2024-04-18 07:00:00,Fashion,1304,4
2024-04-18 08:00:00,Fashion,345,10
2024-04-18 09:00:00,Grocery,243,39
2024-04-18 10:00:00,Sports,1174,33
2024-04-18 11:00:00,Home,467,38
2024-04-18 12:00:00,Home,1582,8
2024-04-18 13:00:00,Grocery,317,49
2024-04-18 14:00:00,Fashion,715,24
2024-04-18 15:00:00,Grocery,1690,39
2024-04-18 16:00:00,Grocery,1380,33
2024-04-18 17:00:00,Electronics,1981,41
2024-04-18 18:00:00,Sports,1279,43
2024-04-18 19:00:00,Home,1688,19
2024-04-18 20:00:00,Fashion,541,2
2024-04-18 21:00:00,Home,940,11
2024-04-18 22:00:00,Home,1055,35
2024-04-18 23:00:00,Sports,798,17
2024-04-19 00:00:00,Home,975,42
2024-04-19 01:00:00,Home,1785,3
2024-04-19 02:00:00,Grocery,875,22
2024-04-19 03:00:00,Sports,861,35
2024-04-19 04:00:00,Electronics,1044,21
2024-04-19 05:00:00,Fashion,1933,25
2024-04-19 06:00:00,Home,1022,39
2024-04-19 07:00:00,Fashion,1034,2
2024-04-19 08:00:00,Electronics,1846,1
2024-04-19 09:00:00,Fashion,124,7
2024-04-19 10:00:00,Electronics,905,20
2024-04-19 11:00:00,Grocery,1976,43
2024-04-19 12:00:00,Home,1787,6
2024-04-19 13:00:00,Electronics,1659,36
2024-04-19 14:00:00,Fashion,863,21
2024-04-19 15:00:00,Home,1183,46
2024-04-19 16:00:00,Grocery,1590,35
2024-04-19 17:00:00,Home,533,36
2024-04-19 18:00:00,Electronics,978,8
2024-04-19 19:00:00,Grocery,1189,4
2024-04-19 20:00:00,Fashion,1009,43
2024-04-19 21:00:00,Grocery,664,16
2024-04-19 22:00:00,Grocery,205,3
2024-04-19 23:00:00,Sports,195,7
2024-04-20 00:00:00,Grocery,1811,2
2024-04-20 01:00:00,Grocery,1674,1
2024-04-20 02:00:00,Home,267,1
2024-04-20 03:00:00,Fashion,141,38
2024-04-20 04:00:00,Home,203,7
2024-04-20 05:00:00,Home,1968,24
2024-04-20 06:00:00,Electronics,1327,5
2024-04-20 07:00:00,Home,619,21
2024-04-20 08:00:00,Sports,381,28
2024-04-20 09:00:00,Sports,1166,18
2024-04-20 10:00:00,Electronics,1046,24
2024-04-20 11:00:00,Fashion,1233,32
2024-04-20 12:00:00,Fashion,1333,45
2024-04-20 13:00:00,Home,848,33
2024-04-20 14:00:00,Home,1991,10
2024-04-20 15:00:00,Home,930,9
2024-04-20 16:00:00,Fashion,148,49
2024-04-20 17:00:00,Grocery,214,33
2024-04-20 18:00:00,Sports,1278,33
2024-04-20 19:00:00,Grocery,1772,7
2024-04-20 20:00:00,Grocery,602,4
2024-04-20 21:00:00,Fashion,1802,28
2024-04-20 22:00:00,Grocery,1956,23
2024-04-20 23:00:00,Electronics,1834,32
2024-04-21 00:00:00,Home,1085,44
2024-04-21 01:00:00,Electronics,170,16
2024-04-21 02:00:00,Sports,1111,46
2024-04-21 03:00:00,Home,1642,10
2024-04-21 04:00:00,Grocery,1835,14
2024-04-21 05:00:00,Sports,1459,39
2024-04-21 06:00:00,Home,166,36
2024-04-21 07:00:00,Grocery,1616,34
2024-04-21 08:00:00,Electronics,1773,24
2024-04-21 09:00:00,Home,1877,18
2024-04-21 10:00:00,Grocery,1066,16
2024-04-21 11:00:00,Electronics,1336,41
2024-04-21 12:00:00,Sports,280,37
2024-04-21 13:00:00,Sports,1889,41
2024-04-21 14:00:00,Sports,712,25
2024-04-21 15:00:00,Sports,1986,8
2024-04-21 16:00:00,Fashion,1722,24
2024-04-21 17:00:00,Home,796,20
2024-04-21 18:00:00,Home,702,48
2024-04-21 19:00:00,Fashion,347,30
2024-04-21 20:00:00,Grocery,1337,20
2024-04-21 21:00:00,Grocery,458,18
2024-04-21 22:00:00,Sports,348,4
2024-04-21 23:00:00,Electronics,737,48
2024-04-22 00:00:00,Grocery,1049,36
2024-04-22 01:00:00,Electronics,1639,6
2024-04-22 02:00:00,Home,1211,3
2024-04-22 03:00:00,Electronics,762,18
2024-04-22 04:00:00,Home,275,47
2024-04-22 05:00:00,Fashion,822,40
2024-04-22 06:00:00,Fashion,525,18
2024-04-22 07:00:00,Sports,1894,23
2024-04-22 08:00:00,Grocery,1726,35
2024-04-22 09:00:00,Sports,870,6
2024-04-22 10:00:00,Home,802,26
2024-04-22 11:00:00,Sports,180,21
2024-04-22 12:00:00,Electronics,1026,24
2024-04-22 13:00:00,Home,237,15
2024-04-22 14:00:00,Fashion,1556,27
2024-04-22 15:00:00,Grocery,569,32
2024-04-22 16:00:00,Home,449,12
2024-04-22 17:00:00,Home,1249,5
2024-04-22 18:00:00,Electronics,1991,7
2024-04-22 19:00:00,Grocery,1432,22
2024-04-22 20:00:00,Fashion,1978,27
2024-04-22 21:00:00,Home,1353,15
2024-04-22 22:00:00,Home,1583,39
2024-04-22 23:00:00,Electronics,1468,45
2024-04-23 00:00:00,Sports,409,35
2024-04-23 01:00:00,Fashion,1143,26
2024-04-23 02:00:00,Grocery,1684,23
2024-04-23 03:00:00,Home,1101,13
2024-04-23 04:00:00,Home,1770,26
2024-04-23 05:00:00,Fashion,1664,3
2024-04-23 06:00:00,Sports,1683,29
2024-04-23 07:00:00,Home,1600,2
2024-04-23 08:00:00,Fashion,368,28
2024-04-23 09:00:00,Electronics,1126,23
2024-04-23 10:00:00,Sports,869,36
2024-04-23 11:00:00,Grocery,115,49
2024-04-23 12:00:00,Home,705,6
2024-04-23 13:00:00,Fashion,1481,11
2024-04-23 14:00:00,Electronics,1769,38
2024-04-23 15:00:00,Grocery,912,34
2024-04-23 16:00:00,Fashion,1962,17
2024-04-23 17:00:00,Fashion,1256,3
2024-04-23 18:00:00,Grocery,1435,44
2024-04-23 19:00:00,Electronics,581,46
2024-04-23 20:00:00,Electronics,994,34
2024-04-23 21:00:00,Sports,1667,22
2024-04-23 22:00:00,Home,1428,29
2024-04-23 23:00:00,Grocery,368,29
2024-04-24 00:00:00,Grocery,513,5
2024-04-24 01:00:00,Grocery,124,10
2024-04-24 02:00:00,Electronics,415,10
2024-04-24 03:00:00,Home,670,9
2024-04-24 04:00:00,Sports,824,21
2024-04-24 05:00:00,Fashion,1791,13
2024-04-24 06:00:00,Fashion,1107,10
2024-04-24 07:00:00,Grocery,1949,38
2024-04-24 08:00:00,Home,1399,11
2024-04-24 09:00:00,Electronics,488,4
2024-04-24 10:00:00,Home,821,46
2024-04-24 11:00:00,Home,543,31
2024-04-24 12:00:00,Electronics,1098,49
2024-04-24 13:00:00,Grocery,1550,34
2024-04-24 14:00:00,Home,1180,42
2024-04-24 15:00:00,Fashion,796,35
2024-04-24 16:00:00,Electronics,1070,39
2024-04-24 17:00:00,Sports,1689,39
2024-04-24 18:00:00,Grocery,820,33
2024-04-24 19:00:00,Electronics,467,8
2024-04-24 20:00:00,Sports,441,32
2024-04-24 21:00:00,Sports,1928,33
2024-04-24 22:00:00,Home,1975,8
2024-04-24 23:00:00,Home,403,46
2024-04-25 00:00:00,Home,863,14
2024-04-25 01:00:00,Electronics,1497,34
2024-04-25 02:00:00,Electronics,915,8
2024-04-25 03:00:00,Grocery,211,42
2024-04-25 04:00:00,Home,977,7
2024-04-25 05:00:00,Sports,1129,13
2024-04-25 06:00:00,Fashion,1029,21
2024-04-25 07:00:00,Grocery,802,47
2024-04-25 08:00:00,Electronics,945,32
2024-04-25 09:00:00,Grocery,1043,11
2024-04-25 10:00:00,Grocery,378,14
2024-04-25 11:00:00,Grocery,481,11
2024-04-25 12:00:00,Grocery,1975,2
2024-04-25 13:00:00,Fashion,112,34
2024-04-25 14:00:00,Home,402,44
2024-04-25 15:00:00,Sports,1679,47
2024-04-25 16:00:00,Grocery,1740,17
2024-04-25 17:00:00,Grocery,259,14
2024-04-25 18:00:00,Grocery,253,25
2024-04-25 19:00:00,Home,853,48
2024-04-25 20:00:00,Electronics,280,27
2024-04-25 21:00:00,Electronics,1649,8
2024-04-25 22:00:00,Fashion,1303,17
2024-04-25 23:00:00,Electronics,476,5
2024-04-26 00:00:00,Grocery,1927,12
2024-04-26 01:00:00,Grocery,875,38
2024-04-26 02:00:00,Grocery,1291,18
2024-04-26 03:00:00,Fashion,1337,26
2024-04-26 04:00:00,Grocery,1273,31
2024-04-26 05:00:00,Electronics,115,37
2024-04-26 06:00:00,Home,1214,6
2024-04-26 07:00:00,Home,1243,41
2024-04-26 08:00:00,Sports,352,15
2024-04-26 09:00:00,Electronics,1183,42
2024-04-26 10:00:00,Grocery,1389,49
2024-04-26 11:00:00,Home,1532,26
2024-04-26 12:00:00,Electronics,130,12
2024-04-26 13:00:00,Home,1144,41
2024-04-26 14:00:00,Grocery,830,47
2024-04-26 15:00:00,Home,1716,14
2024-04-26 16:00:00,Sports,388,1
2024-04-26 17:00:00,Sports,1666,17
2024-04-26 18:00:00,Home,597,33
2024-04-26 19:00:00,Electronics,1869,29
2024-04-26 20:00:00,Electronics,1597,45
2024-04-26 21:00:00,Electronics,1528,31
2024-04-26 22:00:00,Home,647,8
2024-04-26 23:00:00,Electronics,1060,30
2024-04-27 00:00:00,Grocery,231,13
2024-04-27 01:00:00,Sports,1447,16
2024-04-27 02:00:00,Grocery,957,2
2024-04-27 03:00:00,Electronics,1255,45
2024-04-27 04:00:00,Grocery,620,18
2024-04-27 05:00:00,Electronics,129,35
2024-04-27 06:00:00,Home,726,45
2024-04-27 07:00:00,Grocery,1424,19
2024-04-27 08:00:00,Home,103,13
2024-04-27 09:00:00,Home,1448,4
2024-04-27 10:00:00,Fashion,608,19
2024-04-27 11:00:00,Electronics,1360,25
2024-04-27 12:00:00,Sports,1658,38
2024-04-27 13:00:00,Electronics,115,31
2024-04-27 14:00:00,Sports,1657,36
2024-04-27 15:00:00,Electronics,1096,4
2024-04-27 16:00:00,Home,1707,39
2024-04-27 17:00:00,Grocery,1939,7
2024-04-27 18:00:00,Grocery,1569,16
2024-04-27 19:00:00,Fashion,1626,48
2024-04-27 20:00:00,Sports,1055,5
2024-04-27 21:00:00,Sports,1353,47
2024-04-27 22:00:00,Sports,1230,23
2024-04-27 23:00:00,Home,1843,36
2024-04-28 00:00:00,Sports,1512,32
2024-04-28 01:00:00,Grocery,1843,24
2024-04-28 02:00:00,Home,362,25
2024-04-28 03:00:00,Electronics,1686,45
2024-04-28 04:00:00,Sports,1188,28
2024-04-28 05:00:00,Sports,364,19
2024-04-28 06:00:00,Electronics,1461,7
2024-04-28 07:00:00,Sports,1424,44
2024-04-28 08:00:00,Electronics,477,41
2024-04-28 09:00:00,Home,1298,17
2024-04-28 10:00:00,Grocery,1062,2
2024-04-28 11:00:00,Electronics,1275,16
2024-04-28 12:00:00,Fashion,575,39
2024-04-28 13:00:00,Electronics,1389,18
2024-04-28 14:00:00,Sports,428,39
2024-04-28 15:00:00,Home,1939,1
2024-04-28 16:00:00,Home,1286,3
2024-04-28 17:00:00,Electronics,537,21
2024-04-28 18:00:00,Grocery,1466,30
2024-04-28 19:00:00,Fashion,1490,11
2024-04-28 20:00:00,Home,1588,22
2024-04-28 21:00:00,Sports,1873,47
2024-04-28 22:00:00,Sports,1322,25
2024-04-28 23:00:00,Grocery,1623,3
2024-04-29 00:00:00,Home,115,30
2024-04-29 01:00:00,Electronics,1944,24
2024-04-29 02:00:00,Sports,1419,45
2024-04-29 03:00:00,Grocery,967,36
2024-04-29 04:00:00,Home,610,23
2024-04-29 05:00:00,Home,1911,8
2024-04-29 06:00:00,Home,1083,4
2024-04-29 07:00:00,Home,1362,39
2024-04-29 08:00:00,Home,680,43
2024-04-29 09:00:00,Sports,1424,31
2024-04-29 10:00:00,Grocery,105,29
2024-04-29 11:00:00,Home,1343,36
2024-04-29 12:00:00,Fashion,1118,13
2024-04-29 13:00:00,Fashion,1889,41
2024-04-29 14:00:00,Grocery,1576,9
2024-04-29 15:00:00,Electronics,1556,21
2024-04-29 16:00:00,Electronics,906,3
2024-04-29 17:00:00,Electronics,1993,25
2024-04-29 18:00:00,Fashion,1509,25
2024-04-29 19:00:00,Electronics,718,12
2024-04-29 20:00:00,Sports,1418,29
2024-04-29 21:00:00,Home,1241,11
2024-04-29 22:00:00,Fashion,504,11
2024-04-29 23:00:00,Grocery,1803,49
2024-04-30 00:00:00,Grocery,1096,26
2024-04-30 01:00:00,Home,1886,14
2024-04-30 02:00:00,Fashion,693,16
2024-04-30 03:00:00,Electronics,665,10
2024-04-30 04:00:00,Electronics,851,31
2024-04-30 05:00:00,Sports,111,31
2024-04-30 06:00:00,Sports,1332,36
