Date,Region,Sales,Quantity
2024-01-31 15:00:00,East,137,10
2024-01-31 16:00:00,West,610,17
2024-01-31 17:00:00,North,519,19
2024-01-31 18:00:00,North,850,2
2024-01-31 19:00:00,West,268,2
2024-01-31 20:00:00,East,442,6
2024-01-31 21:00:00,South,925,19
2024-01-31 22:00:00,South,405,8
2024-01-31 23:00:00,North,641,3
2024-02-01 00:00:00,East,801,14
2024-02-01 01:00:00,South,968,16
2024-02-01 02:00:00,East,636,1
2024-02-01 03:00:00,East,211,3
2024-02-01 04:00:00,North,510,18
2024-02-01 05:00:00,South,305,9
2024-02-01 06:00:00,West,284,6
2024-02-01 07:00:00,North,481,1
2024-02-01 08:00:00,South,595,10
2024-02-01 09:00:00,South,478,6
2024-02-01 10:00:00,South,146,12
2024-02-01 11:00:00,South,985,4
2024-02-01 12:00:00,South,839,13
2024-02-01 13:00:00,East,650,17
2024-02-01 14:00:00,North,627,8
2024-02-01 15:00:00,East,603,3
2024-02-01 16:00:00,West,121,12
2024-02-01 17:00:00,South,312,7
2024-02-01 18:00:00,North,409,12
2024-02-01 19:00:00,South,760,2
2024-02-01 20:00:00,North,852,14
2024-02-01 21:00:00,East,371,5
2024-02-01 22:00:00,North,670,9
2024-02-01 23:00:00,West,898,11
2024-02-02 00:00:00,West,301,5
2024-02-02 01:00:00,North,131,3
2024-02-02 02:00:00,North,542,17
2024-02-02 03:00:00,North,261,2
2024-02-02 04:00:00,North,866,1
2024-02-02 05:00:00,West,353,7
2024-02-02 06:00:00,South,620,14
2024-02-02 07:00:00,North,750,5
2024-02-02 08:00:00,North,579,19
2024-02-02 09:00:00,West,109,11
2024-02-02 10:00:00,West,825,2
2024-02-02 11:00:00,East,604,8
2024-02-02 12:00:00,North,884,9
2024-02-02 13:00:00,East,935,3
2024-02-02 14:00:00,West,659,2
2024-02-02 15:00:00,West,535,7
2024-02-02 16:00:00,South,210,5
2024-02-02 17:00:00,North,252,5
2024-02-02 18:00:00,East,734,13
2024-02-02 19:00:00,West,968,6
2024-02-02 20:00:00,West,201,18
2024-02-02 21:00:00,East,852,2
2024-02-02 22:00:00,South,932,6
2024-02-02 23:00:00,West,290,9
2024-02-03 00:00:00,North,828,3
2024-02-03 01:00:00,West,662,1
2024-02-03 02:00:00,North,903,1
2024-02-03 03:00:00,East,180,19
2024-02-03 04:00:00,North,588,5
2024-02-03 05:00:00,East,994,13
2024-02-03 06:00:00,North,187,19
2024-02-03 07:00:00,East,293,12
2024-02-03 08:00:00,North,203,16
2024-02-03 09:00:00,South,882,19
2024-02-03 10:00:00,North,195,3
2024-02-03 11:00:00,North,522,12
2024-02-03 12:00:00,South,990,5
2024-02-03 13:00:00,West,297,2
2024-02-03 14:00:00,West,100,7
2024-02-03 15:00:00,North,506,13
2024-02-03 16:00:00,South,477,15
2024-02-03 17:00:00,North,266,3
2024-02-03 18:00:00,East,608,5
2024-02-03 19:00:00,East,737,8
2024-02-03 20:00:00,North,412,1
2024-02-03 21:00:00,West,692,8
2024-02-03 22:00:00,West,517,18
2024-02-03 23:00:00,North,862,16
2024-02-04 00:00:00,North,780,18
2024-02-04 01:00:00,East,576,12
2024-02-04 02:00:00,West,172,13
2024-02-04 03:00:00,North,240,13
2024-02-04 04:00:00,East,681,10
2024-02-04 05:00:00,West,361,7
2024-02-04 06:00:00,South,439,14
2024-02-04 07:00:00,East,407,16
2024-02-04 08:00:00,West,344,15
2024-02-04 09:00:00,West,614,12
2024-02-04 10:00:00,East,436,9
2024-02-04 11:00:00,South,674,8
2024-02-04 12:00:00,East,660,18
2024-02-04 13:00:00,West,175,18
2024-02-04 14:00:00,North,979,13
2024-02-04 15:00:00,North,274,18
2024-02-04 16:00:00,East,208,15
2024-02-04 17:00:00,West,282,4
2024-02-04 18:00:00,North,291,17
2024-02-04 19:00:00,West,164,5
2024-02-04 20:00:00,East,948,16
2024-02-04 21:00:00,North,573,9
2024-02-04 22:00:00,West,882,10
2024-02-04 23:00:00,North,199,18
2024-02-05 00:00:00,East,643,17
2024-02-05 01:00:00,West,963,18
2024-02-05 02:00:00,North,227,7
2024-02-05 03:00:00,East,551,4
2024-02-05 04:00:00,North,468,5
2024-02-05 05:00:00,North,950,16
2024-02-05 06:00:00,South,142,3
2024-02-05 07:00:00,South,983,18
2024-02-05 08:00:00,East,518,14
2024-02-05 09:00:00,South,587,15
2024-02-05 10:00:00,East,177,17
2024-02-05 11:00:00,South,925,1
2024-02-05 12:00:00,North,900,17
2024-02-05 13:00:00,East,369,11
2024-02-05 14:00:00,East,773,17
2024-02-05 15:00:00,North,800,14
2024-02-05 16:00:00,East,858,19
2024-02-05 17:00:00,East,999,7
2024-02-05 18:00:00,South,827,13
2024-02-05 19:00:00,East,414,18
2024-02-05 20:00:00,West,950,14
2024-02-05 21:00:00,North,988,1
2024-02-05 22:00:00,South,267,7
2024-02-05 23:00:00,South,438,8
2024-02-06 00:00:00,West,292,18
2024-02-06 01:00:00,North,552,9
2024-02-06 02:00:00,North,382,1
2024-02-06 03:00:00,South,435,17
2024-02-06 04:00:00,East,489,19
2024-02-06 05:00:00,South,624,6
2024-02-06 06:00:00,North,339,3
2024-02-06 07:00:00,West,931,5
2024-02-06 08:00:00,South,582,2
2024-02-06 09:00:00,North,758,4
2024-02-06 10:00:00,South,815,10
2024-02-06 11:00:00,East,691,10
2024-02-06 12:00:00,South,990,11
2024-02-06 13:00:00,South,654,16
2024-02-06 14:00:00,North,557,17
2024-02-06 15:00:00,North,188,16
2024-02-06 16:00:00,North,759,7
2024-02-06 17:00:00,South,194,16
2024-02-06 18:00:00,East,551,3
2024-02-06 19:00:00,West,527,16
2024-02-06 20:00:00,West,250,8
2024-02-06 21:00:00,North,613,12
2024-02-06 22:00:00,North,475,3
2024-02-06 23:00:00,South,121,17
2024-02-07 00:00:00,West,982,18
2024-02-07 01:00:00,North,412,11
2024-02-07 02:00:00,East,939,4
2024-02-07 03:00:00,East,618,16
2024-02-07 04:00:00,North,305,17
2024-02-07 05:00:00,North,474,9
2024-02-07 06:00:00,West,550,6
2024-02-07 07:00:00,West,725,2
2024-02-07 08:00:00,South,883,9
2024-02-07 09:00:00,West,694,6
2024-02-07 10:00:00,East,278,3
2024-02-07 11:00:00,East,309,6
2024-02-07 12:00:00,North,599,7
2024-02-07 13:00:00,West,563,1
2024-02-07 14:00:00,South,939,1
2024-02-07 15:00:00,East,223,5
2024-02-07 16:00:00,East,212,6
2024-02-07 17:00:00,South,111,13
2024-02-07 18:00:00,South,225,2
2024-02-07 19:00:00,East,664,15
2024-02-07 20:00:00,East,430,15
2024-02-07 21:00:00,South,382,13
2024-02-07 22:00:00,East,239,14
2024-02-07 23:00:00,North,500,7
2024-02-08 00:00:00,North,196,14
2024-02-08 01:00:00,South,616,10
2024-02-08 02:00:00,West,668,17
2024-02-08 03:00:00,South,945,14
2024-02-08 04:00:00,South,168,8
2024-02-08 05:00:00,West,217,4
2024-02-08 06:00:00,West,987,16
2024-02-08 07:00:00,West,158,13
2024-02-08 08:00:00,North,132,18
2024-02-08 09:00:00,East,417,14
2024-02-08 10:00:00,North,149,18
2024-02-08 11:00:00,East,979,5
2024-02-08 12:00:00,North,588,9
2024-02-08 13:00:00,East,118,3
2024-02-08 14:00:00,North,825,8
2024-02-08 15:00:00,West,296,10
2024-02-08 16:00:00,South,990,19
2024-02-08 17:00:00,North,549,3
2024-02-08 18:00:00,East,658,11
2024-02-08 19:00:00,West,778,11
2024-02-08 20:00:00,North,551,17
2024-02-08 21:00:00,North,388,16
2024-02-08 22:00:00,West,240,7
2024-02-08 23:00:00,North,183,4
2024-02-09 00:00:00,South,793,19
2024-02-09 01:00:00,North,490,12
2024-02-09 02:00:00,South,690,15
2024-02-09 03:00:00,South,314,11
2024-02-09 04:00:00,West,625,5
2024-02-09 05:00:00,North,314,5
2024-02-09 06:00:00,West,502,15
2024-02-09 07:00:00,North,227,18
2024-02-09 08:00:00,North,921,11
2024-02-09 09:00:00,East,576,12
2024-02-09 10:00:00,North,859,2
2024-02-09 11:00:00,West,503,15
2024-02-09 12:00:00,South,128,4
2024-02-09 13:00:00,North,891,18
2024-02-09 14:00:00,East,437,6
2024-02-09 15:00:00,West,930,19
2024-02-09 16:00:00,North,813,11
2024-02-09 17:00:00,West,460,2
2024-02-09 18:00:00,East,668,8
2024-02-09 19:00:00,East,491,11
2024-02-09 20:00:00,West,317,5
2024-02-09 21:00:00,North,673,18
2024-02-09 22:00:00,South,768,18
2024-02-09 23:00:00,East,301,14
2024-02-10 00:00:00,North,116,10
2024-02-10 01:00:00,North,421,3
2024-02-10 02:00:00,South,617,9
2024-02-10 03:00:00,East,669,3
2024-02-10 04:00:00,East,424,11
2024-02-10 05:00:00,North,511,12
2024-02-10 06:00:00,North,417,12
2024-02-10 07:00:00,South,780,3
2024-02-10 08:00:00,South,181,7
2024-02-10 09:00:00,East,573,14
2024-02-10 10:00:00,West,567,11
2024-02-10 11:00:00,East,524,7
2024-02-10 12:00:00,North,830,10
2024-02-10 13:00:00,East,788,11
2024-02-10 14:00:00,West,303,15
2024-02-10 15:00:00,South,682,19
2024-02-10 16:00:00,West,486,16
2024-02-10 17:00:00,West,877,12
2024-02-10 18:00:00,West,197,18
2024-02-10 19:00:00,South,444,13
2024-02-10 20:00:00,West,902,5
2024-02-10 21:00:00,West,307,4
2024-02-10 22:00:00,West,613,14
2024-02-10 23:00:00,North,735,8
2024-02-11 00:00:00,West,891,9
2024-02-11 01:00:00,South,685,19
2024-02-11 02:00:00,West,265,3
2024-02-11 03:00:00,West,121,5
2024-02-11 04:00:00,South,253,18
2024-02-11 05:00:00,West,538,1
2024-02-11 06:00:00,South,394,8
2024-02-11 07:00:00,West,318,19
2024-02-11 08:00:00,South,768,17
2024-02-11 09:00:00,West,594,17
2024-02-11 10:00:00,West,329,11
2024-02-11 11:00:00,North,119,2
2024-02-11 12:00:00,North,652,6
2024-02-11 13:00:00,West,247,14
2024-02-11 14:00:00,West,207,3
2024-02-11 15:00:00,East,502,12
2024-02-11 16:00:00,South,695,4
2024-02-11 17:00:00,East,582,12
2024-02-11 18:00:00,North,466,13
2024-02-11 19:00:00,North,933,2
2024-02-11 20:00:00,North,513,2
2024-02-11 21:00:00,North,408,15
2024-02-11 22:00:00,West,901,17
2024-02-11 23:00:00,North,934,7
2024-02-12 00:00:00,West,233,14
2024-02-12 01:00:00,West,818,12
2024-02-12 02:00:00,North,382,17
2024-02-12 03:00:00,North,877,14
2024-02-12 04:00:00,South,172,6
2024-02-12 05:00:00,East,580,19
2024-02-12 06:00:00,North,451,6
2024-02-12 07:00:00,South,659,18
2024-02-12 08:00:00,South,425,5
2024-02-12 09:00:00,East,844,6
2024-02-12 10:00:00,West,542,2
2024-02-12 11:00:00,North,199,8
2024-02-12 12:00:00,East,158,15
2024-02-12 13:00:00,North,607,15
2024-02-12 14:00:00,South,357,11
2024-02-12 15:00:00,South,512,1
2024-02-12 16:00:00,West,551,18
2024-02-12 17:00:00,South,164,12
2024-02-12 18:00:00,South,694,12
2024-02-12 19:00:00,East,253,11
2024-02-12 20:00:00,North,365,8
2024-02-12 21:00:00,North,920,7
2024-02-12 22:00:00,East,178,2
2024-02-12 23:00:00,West,414,11
2024-02-13 00:00:00,North,761,10
2024-02-13 01:00:00,South,659,3
2024-02-13 02:00:00,North,990,10
2024-02-13 03:00:00,South,347,18
2024-02-13 04:00:00,West,889,14
2024-02-13 05:00:00,East,967,18
2024-02-13 06:00:00,North,709,8
2024-02-13 07:00:00,East,513,10
2024-02-13 08:00:00,North,124,13
2024-02-13 09:00:00,South,383,8
2024-02-13 10:00:00,East,548,4
2024-02-13 11:00:00,North,980,4
2024-02-13 12:00:00,South,400,5
2024-02-13 13:00:00,East,167,1
2024-02-13 14:00:00,East,106,17
2024-02-13 15:00:00,North,916,2
2024-02-13 16:00:00,North,236,8
2024-02-13 17:00:00,North,263,7
2024-02-13 18:00:00,South,182,15
2024-02-13 19:00:00,North,996,5
2024-02-13 20:00:00,East,749,2
2024-02-13 21:00:00,East,519,7
2024-02-13 22:00:00,North,172,8
2024-02-13 23:00:00,North,336,7
2024-02-14 00:00:00,West,145,7
2024-02-14 01:00:00,East,717,14
2024-02-14 02:00:00,South,899,18
2024-02-14 03:00:00,West,361,6
2024-02-14 04:00:00,North,275,4
2024-02-14 05:00:00,North,265,10
2024-02-14 06:00:00,East,756,18
2024-02-14 07:00:00,North,941,12
2024-02-14 08:00:00,South,469,16
2024-02-14 09:00:00,East,894,7
2024-02-14 10:00:00,North,153,6
2024-02-14 11:00:00,East,789,5
2024-02-14 12:00:00,North,518,3
2024-02-14 13:00:00,North,855,12
2024-02-14 14:00:00,North,606,15
2024-02-14 15:00:00,South,440,10
2024-02-14 16:00:00,South,226,19
2024-02-14 17:00:00,East,508,16
2024-02-14 18:00:00,North,466,11
2024-02-14 19:00:00,North,370,8
2024-02-14 20:00:00,South,743,3
2024-02-14 21:00:00,North,704,7
2024-02-14 22:00:00,South,478,7
2024-02-14 23:00:00,North,172,14
2024-02-15 00:00:00,East,347,2
2024-02-15 01:00:00,North,959,10
2024-02-15 02:00:00,North,884,19
2024-02-15 03:00:00,West,142,9
2024-02-15 04:00:00,South,476,16
2024-02-15 05:00:00,North,140,19
2024-02-15 06:00:00,North,269,18
2024-02-15 07:00:00,West,311,9
2024-02-15 08:00:00,West,592,16
2024-02-15 09:00:00,South,779,13
2024-02-15 10:00:00,West,138,10
2024-02-15 11:00:00,East,468,14
2024-02-15 12:00:00,West,856,12
2024-02-15 13:00:00,East,250,19
2024-02-15 14:00:00,South,210,7
2024-02-15 15:00:00,South,579,15
2024-02-15 16:00:00,South,535,16
2024-02-15 17:00:00,South,146,8
2024-02-15 18:00:00,South,674,10
2024-02-15 19:00:00,East,836,4
2024-02-15 20:00:00,East,465,19
2024-02-15 21:00:00,South,168,19
2024-02-15 22:00:00,West,398,15
2024-02-15 23:00:00,North,901,14
2024-02-16 00:00:00,South,395,1
2024-02-16 01:00:00,West,302,16
2024-02-16 02:00:00,North,160,10
2024-02-16 03:00:00,South,929,19
2024-02-16 04:00:00,South,413,3
2024-02-16 05:00:00,East,260,5
2024-02-16 06:00:00,North,430,9
2024-02-16 07:00:00,North,627,18
2024-02-16 08:00:00,West,437,11
2024-02-16 09:00:00,East,705,16
2024-02-16 10:00:00,East,403,2
2024-02-16 11:00:00,East,602,12
2024-02-16 12:00:00,East,749,6
2024-02-16 13:00:00,North,437,11
2024-02-16 14:00:00,North,649,8
2024-02-16 15:00:00,South,738,12
2024-02-16 16:00:00,South,374,2
2024-02-16 17:00:00,East,263,9
2024-02-16 18:00:00,East,542,15
2024-02-16 19:00:00,East,418,2
2024-02-16 20:00:00,South,688,1
2024-02-16 21:00:00,West,603,10
2024-02-16 22:00:00,West,785,2
2024-02-16 23:00:00,South,486,12
2024-02-17 00:00:00,South,969,8
2024-02-17 01:00:00,South,932,5
2024-02-17 02:00:00,South,987,1
2024-02-17 03:00:00,South,702,15
2024-02-17 04:00:00,South,849,6
2024-02-17 05:00:00,East,875,12
2024-02-17 06:00:00,East,790,8
2024-02-17 07:00:00,East,593,13
2024-02-17 08:00:00,East,589,19
2024-02-17 09:00:00,South,820,1
2024-02-17 10:00:00,West,172,11
2024-02-17 11:00:00,North,608,1
2024-02-17 12:00:00,South,489,8
2024-02-17 13:00:00,North,718,5
2024-02-17 14:00:00,West,956,17
2024-02-17 15:00:00,East,394,8
2024-02-17 16:00:00,West,468,10
2024-02-17 17:00:00,South,895,2
2024-02-17 18:00:00,East,964,9
2024-02-17 19:00:00,South,793,3
2024-02-17 20:00:00,East,648,18
2024-02-17 21:00:00,North,748,7
2024-02-17 22:00:00,North,949,15
2024-02-17 23:00:00,North,667,18
2024-02-18 00:00:00,West,286,3
2024-02-18 01:00:00,South,952,14
2024-02-18 02:00:00,West,869,2
2024-02-18 03:00:00,North,544,14
2024-02-18 04:00:00,South,669,11
2024-02-18 05:00:00,North,462,16
2024-02-18 06:00:00,West,222,8
2024-02-18 07:00:00,West,287,7
2024-02-18 08:00:00,West,841,11
2024-02-18 09:00:00,North,779,3
2024-02-18 10:00:00,South,519,17
2024-02-18 11:00:00,South,725,14
2024-02-18 12:00:00,North,351,6
2024-02-18 13:00:00,South,718,8
2024-02-18 14:00:00,North,648,5
2024-02-18 15:00:00,South,434,8
2024-02-18 16:00:00,East,191,2
2024-02-18 17:00:00,East,629,15
2024-02-18 18:00:00,West,965,12
2024-02-18 19:00:00,East,162,17
2024-02-18 20:00:00,East,761,1
2024-02-18 21:00:00,East,611,15
2024-02-18 22:00:00,North,238,14
2024-02-18 23:00:00,East,797,16
2024-02-19 00:00:00,East,284,9
2024-02-19 01:00:00,West,304,1
2024-02-19 02:00:00,East,871,17
2024-02-19 03:00:00,East,313,13
2024-02-19 04:00:00,South,355,5
2024-02-19 05:00:00,West,234,10
2024-02-19 06:00:00,West,672,6
2024-02-19 07:00:00,West,974,19
2024-02-19 08:00:00,West,921,13
2024-02-19 09:00:00,West,187,1
2024-02-19 10:00:00,West,935,15
2024-02-19 11:00:00,North,306,14
2024-02-19 12:00:00,East,228,8
2024-02-19 13:00:00,West,922,10
2024-02-19 14:00:00,East,102,9
2024-02-19 15:00:00,East,853,17
2024-02-19 16:00:00,North,220,9
2024-02-19 17:00:00,West,484,3
2024-02-19 18:00:00,South,713,11
2024-02-19 19:00:00,North,137,12
2024-02-19 20:00:00,South,440,10
2024-02-19 21:00:00,East,744,17
2024-02-19 22:00:00,East,813,17
2024-02-19 23:00:00,North,959,11
2024-02-20 00:00:00,North,120,4
2024-02-20 01:00:00,South,341,7
2024-02-20 02:00:00,West,554,14
2024-02-20 03:00:00,South,720,7
2024-02-20 04:00:00,North,402,8
2024-02-20 05:00:00,South,695,1
2024-02-20 06:00:00,North,694,4
2024-02-20 07:00:00,South,902,12
2024-02-20 08:00:00,North,168,3
2024-02-20 09:00:00,North,228,13
2024-02-20 10:00:00,North,295,6
2024-02-20 11:00:00,West,239,11
2024-02-20 12:00:00,South,543,4
2024-02-20 13:00:00,South,382,16
2024-02-20 14:00:00,South,411,7
2024-02-20 15:00:00,North,845,11
2024-02-20 16:00:00,South,634,1
2024-02-20 17:00:00,South,764,7
2024-02-20 18:00:00,North,376,12
2024-02-20 19:00:00,East,160,7
2024-02-20 20:00:00,North,418,7
2024-02-20 21:00:00,South,989,10
2024-02-20 22:00:00,North,151,16
2024-02-20 23:00:00,East,955,8
2024-02-21 00:00:00,North,252,9
2024-02-21 01:00:00,South,848,9
2024-02-21 02:00:00,East,410,2
2024-02-21 03:00:00,West,913,13
2024-02-21 04:00:00,South,643,13
2024-02-21 05:00:00,East,666,4
2024-02-21 06:00:00,East,963,12
2024-02-21 07:00:00,West,488,17
2024-02-21 08:00:00,North,647,2
2024-02-21 09:00:00,North,721,13
2024-02-21 10:00:00,South,276,18
2024-02-21 11:00:00,West,461,15
2024-02-21 12:00:00,North,413,8
2024-02-21 13:00:00,West,906,15
2024-02-21 14:00:00,North,947,1
2024-02-21 15:00:00,East,196,10
2024-02-21 16:00:00,North,980,12
2024-02-21 17:00:00,West,312,5
2024-02-21 18:00:00,East,928,9
2024-02-21 19:00:00,East,236,8
2024-02-21 20:00:00,East,105,16
2024-02-21 21:00:00,West,208,14
2024-02-21 22:00:00,South,646,13
2024-02-21 23:00:00,South,138,13
2024-02-22 00:00:00,South,761,5
2024-02-22 01:00:00,West,524,16
2024-02-22 02:00:00,East,729,11
2024-02-22 03:00:00,South,360,5
2024-02-22 04:00:00,West,525,13
2024-02-22 05:00:00,South,186,11
2024-02-22 06:00:00,North,564,19
2024-02-22 07:00:00,South,175,3
2024-02-22 08:00:00,South,570,15
2024-02-22 09:00:00,East,513,7
2024-02-22 10:00:00,West,924,7
2024-02-22 11:00:00,East,994,6
2024-02-22 12:00:00,East,825,3
2024-02-22 13:00:00,East,556,13
2024-02-22 14:00:00,East,384,7
2024-02-22 15:00:00,East,338,5
2024-02-22 16:00:00,South,776,18
2024-02-22 17:00:00,East,698,8
2024-02-22 18:00:00,East,752,17
2024-02-22 19:00:00,West,771,1
2024-02-22 20:00:00,North,657,14
2024-02-22 21:00:00,South,471,17
2024-02-22 22:00:00,South,594,10
2024-02-22 23:00:00,South,723,12
2024-02-23 00:00:00,East,144,16
2024-02-23 01:00:00,East,500,14
2024-02-23 02:00:00,East,346,16
2024-02-23 03:00:00,West,715,8
2024-02-23 04:00:00,North,696,10
2024-02-23 05:00:00,East,549,17
2024-02-23 06:00:00,North,584,18
2024-02-23 07:00:00,West,745,16
2024-02-23 08:00:00,South,719,17
2024-02-23 09:00:00,East,117,16
2024-02-23 10:00:00,North,705,19
2024-02-23 11:00:00,North,761,8
2024-02-23 12:00:00,East,857,6
2024-02-23 13:00:00,South,388,6
2024-02-23 14:00:00,South,513,9
2024-02-23 15:00:00,South,820,4
2024-02-23 16:00:00,West,737,12
2024-02-23 17:00:00,North,334,12
2024-02-23 18:00:00,North,515,17
2024-02-23 19:00:00,North,598,15
2024-02-23 20:00:00,West,733,9
2024-02-23 21:00:00,North,749,7
2024-02-23 22:00:00,West,214,10
2024-02-23 23:00:00,South,773,16
2024-02-24 00:00:00,East,812,12
2024-02-24 01:00:00,North,333,7
2024-02-24 02:00:00,North,639,18
2024-02-24 03:00:00,South,110,15
2024-02-24 04:00:00,East,305,6
2024-02-24 05:00:00,West,778,12
2024-02-24 06:00:00,East,346,11
2024-02-24 07:00:00,South,658,3
2024-02-24 08:00:00,South,857,2
2024-02-24 09:00:00,East,226,6
2024-02-24 10:00:00,West,246,5
2024-02-24 11:00:00,West,217,18
2024-02-24 12:00:00,North,481,16
2024-02-24 13:00:00,West,511,8
2024-02-24 14:00:00,East,763,11
2024-02-24 15:00:00,South,683,10
2024-02-24 16:00:00,North,462,12
2024-02-24 17:00:00,North,608,6
2024-02-24 18:00:00,South,236,5
2024-02-24 19:00:00,West,274,9
2024-02-24 20:00:00,South,388,16
2024-02-24 21:00:00,West,580,14
2024-02-24 22:00:00,South,118,8
2024-02-24 23:00:00,East,294,19
2024-02-25 00:00:00,West,429,14
2024-02-25 01:00:00,East,274,7
2024-02-25 02:00:00,North,548,5
2024-02-25 03:00:00,South,453,18
2024-02-25 04:00:00,North,598,2
2024-02-25 05:00:00,North,240,11
2024-02-25 06:00:00,North,857,8
2024-02-25 07:00:00,North,996,1
2024-02-25 08:00:00,South,192,12
2024-02-25 09:00:00,North,338,2
2024-02-25 10:00:00,South,304,18
2024-02-25 11:00:00,South,659,7
2024-02-25 12:00:00,East,532,17
2024-02-25 13:00:00,West,344,14
2024-02-25 14:00:00,West,931,7
2024-02-25 15:00:00,South,416,3
2024-02-25 16:00:00,East,394,6
2024-02-25 17:00:00,South,739,2
2024-02-25 18:00:00,South,955,17
2024-02-25 19:00:00,South,381,12
2024-02-25 20:00:00,East,116,12
2024-02-25 21:00:00,West,170,17
2024-02-25 22:00:00,East,368,10
2024-02-25 23:00:00,North,424,3
2024-02-26 00:00:00,East,893,18
2024-02-26 01:00:00,East,404,13
2024-02-26 02:00:00,East,550,12
2024-02-26 03:00:00,East,106,17
2024-02-26 04:00:00,West,413,4
2024-02-26 05:00:00,North,916,10
2024-02-26 06:00:00,West,202,11
2024-02-26 07:00:00,West,920,6
2024-02-26 08:00:00,East,292,6
2024-02-26 09:00:00,South,852,9
2024-02-26 10:00:00,South,673,15
2024-02-26 11:00:00,West,628,2
2024-02-26 12:00:00,West,270,4
2024-02-26 13:00:00,East,636,5
2024-02-26 14:00:00,West,350,17
2024-02-26 15:00:00,East,864,8
2024-02-26 16:00:00,South,486,8
2024-02-26 17:00:00,South,306,12
2024-02-26 18:00:00,North,640,8
2024-02-26 19:00:00,South,728,19
2024-02-26 20:00:00,West,515,3
2024-02-26 21:00:00,South,893,18
2024-02-26 22:00:00,East,479,19
2024-02-26 23:00:00,South,243,19
2024-02-27 00:00:00,North,124,15
2024-02-27 01:00:00,South,921,6
2024-02-27 02:00:00,East,767,16
2024-02-27 03:00:00,East,172,8
2024-02-27 04:00:00,West,731,16
2024-02-27 05:00:00,South,923,18
2024-02-27 06:00:00,East,932,16
2024-02-27 07:00:00,North,192,11
2024-02-27 08:00:00,West,604,7
2024-02-27 09:00:00,North,697,17
2024-02-27 10:00:00,South,435,17
2024-02-27 11:00:00,South,524,12
2024-02-27 12:00:00,South,598,13
2024-02-27 13:00:00,West,463,10
2024-02-27 14:00:00,East,729,7
2024-02-27 15:00:00,West,844,14
2024-02-27 16:00:00,North,298,1
2024-02-27 17:00:00,West,817,17
2024-02-27 18:00:00,North,512,4
2024-02-27 19:00:00,West,438,5
2024-02-27 20:00:00,East,758,7
2024-02-27 21:00:00,North,528,10
2024-02-27 22:00:00,South,882,17
2024-02-27 23:00:00,South,998,7
2024-02-28 00:00:00,West,238,1
2024-02-28 01:00:00,South,792,7
2024-02-28 02:00:00,North,641,11
2024-02-28 03:00:00,South,156,9
2024-02-28 04:00:00,East,331,12
2024-02-28 05:00:00,East,757,3
2024-02-28 06:00:00,West,534,4
2024-02-28 07:00:00,North,483,4
2024-02-28 08:00:00,East,659,13
2024-02-28 09:00:00,East,293,19
2024-02-28 10:00:00,North,835,10
2024-02-28 11:00:00,South,747,5
2024-02-28 12:00:00,South,633,7
2024-02-28 13:00:00,West,617,16
2024-02-28 14:00:00,South,815,1
2024-02-28 15:00:00,North,850,12
2024-02-28 16:00:00,East,284,2
2024-02-28 17:00:00,South,971,7
2024-02-28 18:00:00,West,391,11
2024-02-28 19:00:00,South,434,13
2024-02-28 20:00:00,North,831,2
2024-02-28 21:00:00,West,215,7
2024-02-28 22:00:00,South,924,15
2024-02-28 23:00:00,West,148,11
2024-02-29 00:00:00,North,784,2
2024-02-29 01:00:00,East,181,7
2024-02-29 02:00:00,North,933,4
2024-02-29 03:00:00,North,432,11
2024-02-29 04:00:00,North,656,2
2024-02-29 05:00:00,North,434,16
2024-02-29 06:00:00,East,631,7
2024-02-29 07:00:00,East,320,13
2024-02-29 08:00:00,West,734,5
2024-02-29 09:00:00,South,845,17
2024-02-29 10:00:00,East,832,12
2024-02-29 11:00:00,East,422,19
2024-02-29 12:00:00,South,950,7
2024-02-29 13:00:00,East,102,6
2024-02-29 14:00:00,North,793,8
2024-02-29 15:00:00,North,305,13
2024-02-29 16:00:00,South,931,5
2024-02-29 17:00:00,West,139,2
2024-02-29 18:00:00,West,158,9
2024-02-29 19:00:00,South,673,11
2024-02-29 20:00:00,South,743,6
2024-02-29 21:00:00,North,606,7
2024-02-29 22:00:00,West,671,7
2024-02-29 23:00:00,East,983,19
2024-03-01 00:00:00,North,942,6
2024-03-01 01:00:00,South,221,11
2024-03-01 02:00:00,West,578,11
2024-03-01 03:00:00,East,718,7
2024-03-01 04:00:00,East,195,2
2024-03-01 05:00:00,North,958,19
2024-03-01 06:00:00,West,513,4
2024-03-01 07:00:00,West,334,6
2024-03-01 08:00:00,South,997,17
2024-03-01 09:00:00,West,161,5
2024-03-01 10:00:00,West,355,7
2024-03-01 11:00:00,North,660,9
2024-03-01 12:00:00,West,447,1
2024-03-01 13:00:00,East,770,1
2024-03-01 14:00:00,North,223,19
2024-03-01 15:00:00,North,581,6
2024-03-01 16:00:00,South,416,18
2024-03-01 17:00:00,West,603,10
2024-03-01 18:00:00,South,818,11
2024-03-01 19:00:00,East,147,1
2024-03-01 20:00:00,North,508,1
2024-03-01 21:00:00,North,235,13
2024-03-01 22:00:00,North,300,5
2024-03-01 23:00:00,East,349,1
2024-03-02 00:00:00,East,413,3
2024-03-02 01:00:00,South,968,18
2024-03-02 02:00:00,South,467,9
2024-03-02 03:00:00,South,528,14
2024-03-02 04:00:00,West,929,17
2024-03-02 05:00:00,North,906,14
2024-03-02 06:00:00,North,579,4
